# Measurement file: 
 # Project: HPK 6 inch 2018
 # Sensor Type: 2S
 # ID: VPX28442_2S_39
 # Operator: Dominic
 # Date: Tue Feb 26 10:07:58 2019


voltage[V]              current[A]              voltage[V]              capacitance[F]          temperature[deg]        humidity[rel%]          
-624.892333333          -3.43791666667e-07      --                      --                      21.5                    21.3                    
-629.882666667          -3.47311e-07            --                      --                      21.5                    21.3                    
-634.871666667          -3.50337e-07            --                      --                      21.5                    21.3                    
-639.867333333          -3.54359666667e-07      --                      --                      21.5                    21.3                    
-644.883666667          -3.57642333333e-07      --                      --                      21.5                    21.3                    
-649.877333333          -3.61527666667e-07      --                      --                      21.5                    21.3                    
-654.868666667          -3.64864666667e-07      --                      --                      21.5                    21.3                    
-659.889666667          -3.68361333333e-07      --                      --                      21.5                    21.3                    
-664.881                -3.72202333333e-07      --                      --                      21.5                    21.3                    
-669.875                -3.75610333333e-07      --                      --                      21.5                    21.3                    
-674.891                -3.79902333333e-07      --                      --                      21.5                    21.3                    
-679.882333333          -3.82661e-07            --                      --                      21.5                    21.2                    
-684.873                -3.86781333333e-07      --                      --                      21.5                    21.2                    
-689.869                -3.9087e-07             --                      --                      21.5                    21.2                    
-694.886                -3.95041e-07            --                      --                      21.5                    21.2                    
-699.877333333          -3.99033666667e-07      --                      --                      21.5                    21.2                    
-704.871                -4.03144333333e-07      --                      --                      21.5                    21.2                    
-709.886666667          -4.07191e-07            --                      --                      21.5                    21.2                    
-714.877666667          -4.11074666667e-07      --                      --                      21.5                    21.1                    
-719.87                 -4.15195333333e-07      --                      --                      21.5                    21.1                    
-724.885666667          -4.19631666667e-07      --                      --                      21.5                    21.1                    
-729.878666667          -4.24337e-07            --                      --                      21.5                    21.1                    
-734.870666667          -4.28331e-07            --                      --                      21.5                    21.1                    
-739.863333333          -4.32342666667e-07      --                      --                      21.5                    21.1                    
-744.885333333          -4.37497333333e-07      --                      --                      21.5                    21.1                    
-749.874666667          -4.41935666667e-07      --                      --                      21.5                    21.1                    
-754.865666667          -4.4583e-07             --                      --                      21.5                    21.1                    
-759.883                -4.50512666667e-07      --                      --                      21.5                    21.1                    
-764.874                -4.55505666667e-07      --                      --                      21.5                    21.1                    
-769.869333333          -4.59521e-07            --                      --                      21.5                    21.1                    
-774.860666667          -4.64770333333e-07      --                      --                      21.5                    21.1                    
-779.881333333          -4.69064e-07            --                      --                      21.5                    21.0                    
-784.868333333          -4.74876666667e-07      --                      --                      21.5                    21.0                    
-789.860666667          -4.78720666667e-07      --                      --                      21.5                    21.0                    
-794.881666667          -4.84030333333e-07      --                      --                      21.5                    21.0                    
-799.874333333          -4.88989e-07            --                      --                      21.5                    21.0                    
-804.865                -4.94338333333e-07      --                      --                      21.5                    21.0                    
-809.882666667          -4.98763666667e-07      --                      --                      21.5                    21.0                    
-814.874666667          -5.04350666667e-07      --                      --                      21.5                    21.0                    
-819.864666667          -5.09101666667e-07      --                      --                      21.5                    21.0                    
-824.855                -5.13644333333e-07      --                      --                      21.5                    21.0                    
-829.871333333          -5.20125333333e-07      --                      --                      21.5                    21.0                    
-834.864333333          -5.25128666667e-07      --                      --                      21.5                    21.0                    
-839.858666667          -5.29328666667e-07      --                      --                      21.5                    21.0                    
-844.875666667          -5.35852e-07            --                      --                      21.5                    21.0                    
-849.869333333          -5.39978333333e-07      --                      --                      21.5                    21.0                    
-854.862333333          -5.45589333333e-07      --                      --                      21.5                    21.0                    
-859.852666667          -5.52323333333e-07      --                      --                      21.5                    21.0                    
-864.871333333          -5.57493666667e-07      --                      --                      21.5                    21.0                    
-869.864333333          -5.62883e-07            --                      --                      21.5                    21.1                    
-874.856666667          -5.68318e-07            --                      --                      21.5                    21.1                    
-879.872333333          -5.74215333333e-07      --                      --                      21.5                    21.1                    
-884.864                -5.80129e-07            --                      --                      21.5                    21.1                    
-889.856666667          -5.85717e-07            --                      --                      21.5                    21.1                    
-894.868666667          -5.91575333333e-07      --                      --                      21.5                    21.1                    
-899.869                -5.97383666667e-07      --                      --                      21.5                    21.1                    
-904.859                -6.03344333333e-07      --                      --                      21.5                    21.1                    
-909.855666667          -6.09330333333e-07      --                      --                      21.5                    21.1                    
-914.872333333          -6.15208333333e-07      --                      --                      21.5                    21.1                    
-919.866                -6.21259e-07            --                      --                      21.5                    21.1                    
-924.856666667          -6.26943333333e-07      --                      --                      21.5                    21.1                    
-929.873                -6.33169e-07            --                      --                      21.5                    21.1                    
-934.864                -6.39796333333e-07      --                      --                      21.5                    21.3                    
-939.855666667          -6.45827e-07            --                      --                      21.5                    21.3                    
-944.870666667          -6.5198e-07             --                      --                      21.5                    21.3                    
-949.866333333          -6.58741666667e-07      --                      --                      21.5                    21.3                    
-954.861                -6.64776666667e-07      --                      --                      21.5                    21.3                    
-959.849333333          -6.71211666667e-07      --                      --                      21.5                    21.3                    
-964.866666667          -6.77963666667e-07      --                      --                      21.5                    21.4                    
-969.859333333          -6.84642333333e-07      --                      --                      21.5                    21.4                    
-974.853                -6.91224333333e-07      --                      --                      21.5                    21.4                    
-979.871                -6.97566333333e-07      --                      --                      21.5                    21.4                    
-984.865                -7.04215e-07            --                      --                      21.5                    21.4                    
-989.852666667          -7.11486333333e-07      --                      --                      21.5                    21.4                    
-994.845333333          -7.17798333333e-07      --                      --                      21.5                    21.4                    
-999.865                -7.24965e-07            --                      --                      21.5                    21.4                    
