# Measurement file: 
 # Project: HPK 6 inch 2018
 # Sensor Type: 2S
 # ID: VPX28442_2S_38
 # Operator: Dominic
 # Date: Tue Feb 26 09:59:01 2019


voltage[V]              current[A]              voltage[V]              capacitance[F]          temperature[deg]        humidity[rel%]          
-124.988                -2.19009333333e-07      -125.0                  4.97551333333e-09       21.7                    18.1                    
-129.986                -2.18982333333e-07      -130.0                  4.88343e-09             21.7                    18.0                    
-134.987                -2.20314666667e-07      -135.0                  4.79730333333e-09       21.7                    18.0                    
-139.988                -2.21257e-07            -140.0                  4.71521e-09             21.7                    17.9                    
-144.987                -2.21611e-07            -145.0                  4.6376e-09              21.7                    17.9                    
-149.987                -2.21895e-07            -150.0                  4.56346e-09             21.7                    17.9                    
-154.985                -2.23225e-07            -155.0                  4.49277e-09             21.7                    18.0                    
-159.986333333          -2.22563e-07            -160.0                  4.42483333333e-09       21.7                    18.0                    
-164.984666667          -2.23792333333e-07      -165.0                  4.36056666667e-09       21.7                    18.0                    
-169.986                -2.24614666667e-07      -170.0                  4.29834666667e-09       21.7                    18.0                    
-174.985                -2.25064333333e-07      -175.0                  4.23916e-09             21.7                    18.0                    
-179.984                -2.25351e-07            -180.0                  4.18192e-09             21.7                    18.1                    
-184.985                -2.25852e-07            -185.0                  4.12701333333e-09       21.7                    18.1                    
-189.983333333          -2.25435e-07            -190.0                  4.07508333333e-09       21.7                    18.1                    
-194.985                -2.25371e-07            -195.0                  4.02397e-09             21.7                    18.1                    
-199.982                -2.26402e-07            -200.0                  3.97703333333e-09       21.7                    18.1                    
-204.973                -2.26538333333e-07      -205.0                  3.93270666667e-09       21.7                    18.1                    
-209.974                -2.26926666667e-07      -210.0                  3.89359e-09             21.7                    18.1                    
-214.974333333          -2.27038333333e-07      -215.0                  3.86755333333e-09       21.7                    18.2                    
-219.977                -2.27466666667e-07      -220.0                  3.85491333333e-09       21.7                    18.2                    
-224.976666667          -2.27529333333e-07      -225.0                  3.85010333333e-09       21.7                    18.2                    
-229.976333333          -2.28771e-07            -230.0                  3.84795666667e-09       21.7                    18.2                    
-234.97                 -2.30146666667e-07      -235.0                  3.84629666667e-09       21.7                    18.2                    
-239.971                -2.30621e-07            -240.0                  3.8452e-09              21.7                    18.3                    
-244.972                -2.31754e-07            -245.0                  3.84343666667e-09       21.7                    18.3                    
-249.973                -2.32304333333e-07      -250.0                  3.84278666667e-09       21.7                    18.4                    
-254.974                -2.34540333333e-07      -255.0                  3.84141e-09             21.7                    18.5                    
-259.974                -2.35541333333e-07      -260.0                  3.84115333333e-09       21.7                    18.5                    
-264.975                -2.35872333333e-07      -265.0                  3.84086666667e-09       21.7                    18.7                    
-269.969                -2.37180333333e-07      -270.0                  3.83978e-09             21.7                    18.7                    
-274.969333333          -2.38851666667e-07      -275.0                  3.83933666667e-09       21.7                    18.8                    
-279.97                 -2.38945e-07            -280.0                  3.83908e-09             21.7                    19.0                    
-284.972                -2.40684333333e-07      -285.0                  3.83886666667e-09       21.7                    19.0                    
-289.972                -2.41306666667e-07      -290.0                  3.83821e-09             21.7                    19.3                    
-294.972                -2.43063666667e-07      -295.0                  3.83770666667e-09       21.7                    19.3                    
-299.973666667          -2.43809333333e-07      -300.0                  3.83724e-09             21.7                    19.4                    
-304.966666667          -2.45322e-07            -305.0                  3.83691333333e-09       21.7                    19.7                    
-309.967                -2.46702333333e-07      -310.0                  3.83643e-09             21.7                    19.7                    
-314.969333333          -2.47744e-07            -315.0                  3.83571666667e-09       21.7                    19.9                    
-319.969333333          -2.48623666667e-07      -320.0                  3.83515666667e-09       21.7                    19.9                    
-324.970333333          -2.49690333333e-07      -325.0                  3.83396e-09             21.7                    20.2                    
-329.971                -2.51744666667e-07      -330.0                  3.83367333333e-09       21.7                    20.4                    
-334.972                -2.53471e-07            -335.0                  3.83273333333e-09       21.7                    20.4                    
-339.965                -2.55003666667e-07      -340.0                  3.83214666667e-09       21.7                    20.5                    
-344.965666667          -2.56278666667e-07      -345.0                  3.83140333333e-09       21.7                    20.5                    
-349.967                -2.56551e-07            -350.0                  3.83089333333e-09       21.7                    20.7                    
-354.967                -2.59631e-07            --                      --                      21.7                    20.7                    
-359.968                -2.61727e-07            --                      --                      21.7                    20.7                    
-364.969                -2.64099333333e-07      --                      --                      21.7                    20.7                    
-369.97                 -2.65976e-07            --                      --                      21.6                    20.8                    
-374.964                -2.68441333333e-07      --                      --                      21.6                    20.8                    
-379.964666667          -2.70426e-07            --                      --                      21.6                    20.8                    
-384.966                -2.73776333333e-07      --                      --                      21.6                    20.8                    
-389.965666667          -2.75233333333e-07      --                      --                      21.6                    20.8                    
-394.966                -2.77187e-07            --                      --                      21.6                    20.8                    
-399.967666667          -2.80375e-07            --                      --                      21.6                    20.8                    
-404.969                -2.82147666667e-07      --                      --                      21.6                    20.8                    
-409.961666667          -2.84725666667e-07      --                      --                      21.6                    20.8                    
-414.963                -2.86729333333e-07      --                      --                      21.6                    20.8                    
-419.961333333          -2.90042e-07            --                      --                      21.6                    20.8                    
-424.961                -2.91791666667e-07      --                      --                      21.6                    20.8                    
-429.963666667          -2.94778333333e-07      --                      --                      21.6                    20.8                    
-434.964                -2.97272333333e-07      --                      --                      21.6                    20.9                    
-439.965                -3.00493e-07            --                      --                      21.6                    20.9                    
-444.959                -3.0258e-07             --                      --                      21.6                    20.9                    
-449.959                -3.0556e-07             --                      --                      21.6                    20.9                    
-454.959                -3.08423e-07            --                      --                      21.6                    20.9                    
-459.959                -3.11143333333e-07      --                      --                      21.6                    20.9                    
-464.960666667          -3.14068e-07            --                      --                      21.6                    20.9                    
-469.961666667          -3.18179666667e-07      --                      --                      21.6                    20.9                    
-474.963                -3.20686333333e-07      --                      --                      21.6                    20.9                    
-479.957                -3.24235666667e-07      --                      --                      21.6                    20.9                    
-484.957                -3.27218e-07            --                      --                      21.6                    20.9                    
-489.957                -3.28871333333e-07      --                      --                      21.6                    20.9                    
-494.959                -3.33193e-07            --                      --                      21.6                    20.9                    
-499.96                 -3.36397333333e-07      --                      --                      21.6                    21.0                    
-504.871                -3.39070666667e-07      --                      --                      21.6                    21.0                    
-509.889333333          -3.43786e-07            --                      --                      21.6                    21.0                    
-514.881                -3.47858e-07            --                      --                      21.6                    21.0                    
-519.872333333          -3.51343333333e-07      --                      --                      21.6                    21.0                    
-524.889333333          -3.54465e-07            --                      --                      21.6                    21.0                    
-529.879333333          -3.58077666667e-07      --                      --                      21.6                    21.1                    
-534.874                -3.6101e-07             --                      --                      21.6                    21.1                    
-539.892333333          -3.65097e-07            --                      --                      21.6                    21.1                    
-544.882666667          -3.68881e-07            --                      --                      21.6                    21.1                    
-549.873                -3.72938666667e-07      --                      --                      21.6                    21.1                    
-554.866                -3.76867666667e-07      --                      --                      21.6                    21.1                    
-559.886                -3.80805e-07            --                      --                      21.6                    21.1                    
-564.876333333          -3.85727333333e-07      --                      --                      21.6                    21.1                    
-569.868333333          -3.91228333333e-07      --                      --                      21.6                    21.1                    
-574.885666667          -3.95820333333e-07      --                      --                      21.6                    21.1                    
-579.874                -3.98819e-07            --                      --                      21.6                    21.1                    
-584.868666667          -4.01268e-07            --                      --                      21.6                    21.1                    
-589.887333333          -4.07493666667e-07      --                      --                      21.6                    21.1                    
-594.880666667          -4.12839666667e-07      --                      --                      21.6                    21.2                    
-599.873666667          -4.17305333333e-07      --                      --                      21.6                    21.2                    
-604.866                -4.20317e-07            --                      --                      21.6                    21.2                    
-609.882666667          -4.24159333333e-07      --                      --                      21.6                    21.2                    
-614.881666667          -4.29940333333e-07      --                      --                      21.6                    21.2                    
-619.871                -4.34458333333e-07      --                      --                      21.6                    21.2                    
-624.889666667          -4.40043333333e-07      --                      --                      21.6                    21.3                    
-629.880666667          -4.47346e-07            --                      --                      21.6                    21.3                    
-634.872666667          -4.52218666667e-07      --                      --                      21.6                    21.3                    
-639.868                -4.57271e-07            --                      --                      21.6                    21.3                    
-644.887                -4.60073e-07            --                      --                      21.6                    21.3                    
-649.877666667          -4.65930333333e-07      --                      --                      21.6                    21.3                    
-654.870666667          -4.70206333333e-07      --                      --                      21.6                    21.4                    
-659.888333333          -4.74989e-07            --                      --                      21.6                    21.4                    
-664.880333333          -4.82902333333e-07      --                      --                      21.6                    21.4                    
-669.873                -4.90573e-07            --                      --                      21.6                    21.4                    
-674.888666667          -4.94851e-07            --                      --                      21.6                    21.4                    
-679.878                -5.00569333333e-07      --                      --                      21.6                    21.4                    
-684.868333333          -5.06201e-07            --                      --                      21.6                    21.4                    
-689.864333333          -5.12689e-07            --                      --                      21.6                    21.5                    
-694.884                -5.19187333333e-07      --                      --                      21.6                    21.5                    
-699.874666667          -5.23036333333e-07      --                      --                      21.6                    21.5                    
-704.868333333          -5.31512e-07            --                      --                      21.6                    21.5                    
-709.883333333          -5.37573e-07            --                      --                      21.6                    21.5                    
-714.877666667          -5.42890666667e-07      --                      --                      21.6                    21.5                    
-719.868666667          -5.48998e-07            --                      --                      21.6                    21.6                    
-724.886                -5.55797e-07            --                      --                      21.6                    21.6                    
-729.877333333          -5.61569e-07            --                      --                      21.6                    21.6                    
-734.869                -5.68719333333e-07      --                      --                      21.6                    21.6                    
-739.859333333          -5.74774666667e-07      --                      --                      21.6                    21.6                    
-744.882                -5.81891333333e-07      --                      --                      21.6                    21.6                    
-749.872333333          -5.89554e-07            --                      --                      21.6                    21.7                    
-754.865666667          -5.95773e-07            --                      --                      21.6                    21.7                    
-759.881666667          -5.99816e-07            --                      --                      21.6                    21.7                    
-764.875                -6.07804e-07            --                      --                      21.6                    21.7                    
-769.868                -6.16451e-07            --                      --                      21.6                    21.7                    
-774.859333333          -6.23524e-07            --                      --                      21.6                    21.7                    
-779.877333333          -6.2838e-07             --                      --                      21.6                    21.9                    
-784.866                -6.38546666667e-07      --                      --                      21.6                    21.9                    
-789.857333333          -6.45756333333e-07      --                      --                      21.6                    21.9                    
-794.88                 -6.54208333333e-07      --                      --                      21.6                    21.9                    
-799.873666667          -6.61095333333e-07      --                      --                      21.6                    21.9                    
-804.865                -6.66237333333e-07      --                      --                      21.6                    21.9                    
-809.883                -6.78970333333e-07      --                      --                      21.6                    22.0                    
-814.875333333          -6.84125666667e-07      --                      --                      21.6                    22.0                    
-819.864333333          -6.91415e-07            --                      --                      21.6                    22.0                    
-824.859333333          -7.01711333333e-07      --                      --                      21.6                    22.0                    
-829.875333333          -7.10104333333e-07      --                      --                      21.6                    22.0                    
-834.865333333          -7.20591333333e-07      --                      --                      21.6                    22.0                    
-839.858                -7.275e-07              --                      --                      21.6                    22.0                    
-844.877                -7.35893333333e-07      --                      --                      21.6                    22.1                    
-849.869666667          -7.42449e-07            --                      --                      21.6                    22.1                    
-854.861666667          -7.55894333333e-07      --                      --                      21.6                    22.1                    
-859.851333333          -7.63462666667e-07      --                      --                      21.6                    22.1                    
-864.872666667          -7.69849333333e-07      --                      --                      21.6                    22.1                    
-869.865                -7.83410666667e-07      --                      --                      21.6                    22.1                    
-874.856666667          -7.94165333333e-07      --                      --                      21.6                    22.2                    
-879.873                -8.01580666667e-07      --                      --                      21.6                    22.2                    
-884.865333333          -8.06975333333e-07      --                      --                      21.6                    22.2                    
-889.857333333          -8.1925e-07             --                      --                      21.6                    22.2                    
-894.874666667          -8.26189e-07            --                      --                      21.6                    22.2                    
-899.870666667          -8.37693e-07            --                      --                      21.6                    22.2                    
-904.86                 -8.48652333333e-07      --                      --                      21.6                    22.3                    
-909.854                -8.57693e-07            --                      --                      21.6                    22.3                    
-914.869                -8.63034e-07            --                      --                      21.6                    22.3                    
-919.861333333          -8.79152333333e-07      --                      --                      21.6                    22.3                    
-924.852666667          -8.89624e-07            --                      --                      21.6                    22.3                    
-929.871                -8.99454e-07            --                      --                      21.6                    22.3                    
-934.861666667          -9.12761666667e-07      --                      --                      21.6                    22.4                    
-939.851333333          -9.11394e-07            --                      --                      21.6                    22.4                    
-944.869                -9.25323e-07            --                      --                      21.6                    22.4                    
-949.864                -9.38096666667e-07      --                      --                      21.6                    22.4                    
-954.858                -9.47176e-07            --                      --                      21.6                    22.4                    
-959.845                -9.63555666667e-07      --                      --                      21.6                    22.4                    
-964.866                -9.74101666667e-07      --                      --                      21.6                    22.4                    
-969.857333333          -9.78772e-07            --                      --                      21.6                    22.5                    
-974.849333333          -9.9114e-07             --                      --                      21.6                    22.5                    
-979.864333333          -9.93731333333e-07      --                      --                      21.6                    22.5                    
-984.857                -1.00301333333e-06      --                      --                      21.6                    22.5                    
-989.849333333          -1.02594333333e-06      --                      --                      21.6                    22.5                    
-994.840666667          -1.02865666667e-06      --                      --                      21.6                    22.5                    
-999.859                -1.04860333333e-06      --                      --                      21.6                    22.5                    
