# Measurement file: 
 # Project: HPK 6 inch 2018
 # Sensor Type: 2S
 # ID: VPX28442_2S_11
 # Operator: Dominic
 # Date: Tue Feb 26 10:52:22 2019


voltage[V]              current[A]              voltage[V]              capacitance[F]          temperature[deg]        humidity[rel%]          
-234.971                -2.20130666667e-07      -235.0                  3.84405e-09             21.3                    18.0                    
-239.971333333          -2.20770666667e-07      -240.0                  3.84674e-09             21.3                    18.0                    
-244.972333333          -2.20586e-07            -245.0                  3.84750666667e-09       21.3                    18.0                    
-249.973666667          -2.21329666667e-07      -250.0                  3.84685333333e-09       21.3                    18.0                    
-254.974                -2.21518e-07            -255.0                  3.84598333333e-09       21.3                    18.0                    
-259.974333333          -2.21841666667e-07      -260.0                  3.84596666667e-09       21.3                    18.1                    
-264.975333333          -2.22095333333e-07      -265.0                  3.84539e-09             21.3                    18.1                    
-269.969                -2.22745e-07            -270.0                  3.84386666667e-09       21.3                    18.1                    
-274.969                -2.23229333333e-07      -275.0                  3.84357666667e-09       21.3                    18.2                    
-279.969666667          -2.23769333333e-07      -280.0                  3.84288e-09             21.3                    18.2                    
-284.971                -2.24316e-07            -285.0                  3.8418e-09              21.3                    18.3                    
-289.971                -2.24886333333e-07      -290.0                  3.84109333333e-09       21.3                    18.4                    
-294.971666667          -2.25507666667e-07      -295.0                  3.84110333333e-09       21.3                    18.4                    
-299.973                -2.26084333333e-07      -300.0                  3.84090333333e-09       21.3                    18.5                    
-304.966                -2.26315666667e-07      -305.0                  3.84059666667e-09       21.3                    18.5                    
-309.967                -2.27362333333e-07      -310.0                  3.84010666667e-09       21.3                    18.7                    
-314.969                -2.27914e-07            -315.0                  3.83966666667e-09       21.3                    18.9                    
-319.969333333          -2.28607e-07            -320.0                  3.83899666667e-09       21.3                    18.9                    
-324.969333333          -2.29192e-07            -325.0                  3.83848333333e-09       21.3                    19.0                    
-329.97                 -2.29591e-07            -330.0                  3.83790666667e-09       21.3                    19.0                    
-334.971666667          -2.30469333333e-07      -335.0                  3.83689333333e-09       21.3                    19.3                    
-339.964666667          -2.31194e-07            -340.0                  3.83647333333e-09       21.3                    19.3                    
-344.965                -2.31753333333e-07      -345.0                  3.83590333333e-09       21.3                    19.5                    
-349.967                -2.32099333333e-07      -350.0                  3.83543333333e-09       21.3                    19.7                    
-354.965666667          -2.32917e-07            --                      --                      21.3                    19.7                    
-359.966666667          -2.33899666667e-07      --                      --                      21.3                    19.7                    
-364.968                -2.34909333333e-07      --                      --                      21.3                    19.7                    
-369.969                -2.35963e-07            --                      --                      21.3                    19.7                    
-374.962333333          -2.37489333333e-07      --                      --                      21.3                    19.7                    
-379.963333333          -2.38487666667e-07      --                      --                      21.3                    19.9                    
-384.964                -2.39567666667e-07      --                      --                      21.3                    19.9                    
-389.963333333          -2.40103e-07            --                      --                      21.3                    19.9                    
-394.965                -2.41216333333e-07      --                      --                      21.3                    19.9                    
-399.966                -2.42595666667e-07      --                      --                      21.3                    19.9                    
-404.967666667          -2.43213e-07            --                      --                      21.3                    19.9                    
-409.96                 -2.44941666667e-07      --                      --                      21.2                    20.0                    
-414.962                -2.45320333333e-07      --                      --                      21.2                    20.0                    
-419.96                 -2.46701e-07            --                      --                      21.2                    20.0                    
-424.961                -2.4807e-07             --                      --                      21.2                    20.0                    
-429.963666667          -2.49290666667e-07      --                      --                      21.2                    20.0                    
-434.963666667          -2.50508e-07            --                      --                      21.2                    20.0                    
-439.965                -2.52094e-07            --                      --                      21.2                    20.0                    
-444.958333333          -2.53311666667e-07      --                      --                      21.2                    20.3                    
-449.959                -2.54714666667e-07      --                      --                      21.2                    20.3                    
-454.959                -2.56111666667e-07      --                      --                      21.2                    20.3                    
-459.959                -2.57105333333e-07      --                      --                      21.2                    20.3                    
-464.960333333          -2.58804e-07            --                      --                      21.2                    20.3                    
-469.961666667          -2.60556666667e-07      --                      --                      21.2                    20.3                    
-474.962666667          -2.62202666667e-07      --                      --                      21.2                    20.5                    
-479.956666667          -2.63772e-07            --                      --                      21.2                    20.5                    
-484.957                -2.65435666667e-07      --                      --                      21.2                    20.5                    
-489.957                -2.66982666667e-07      --                      --                      21.2                    20.5                    
-494.958                -2.69121e-07            --                      --                      21.2                    20.5                    
-499.959666667          -2.70216e-07            --                      --                      21.2                    20.5                    
-504.866333333          -2.72627e-07            --                      --                      21.2                    20.5                    
-509.882666667          -2.73820666667e-07      --                      --                      21.2                    20.6                    
-514.876666667          -2.76062666667e-07      --                      --                      21.2                    20.6                    
-519.867666667          -2.78495333333e-07      --                      --                      21.2                    20.6                    
-524.887                -2.80046666667e-07      --                      --                      21.2                    20.6                    
-529.877                -2.82510333333e-07      --                      --                      21.2                    20.6                    
-534.872333333          -2.84660666667e-07      --                      --                      21.2                    20.6                    
-539.890666667          -2.87083e-07            --                      --                      21.2                    20.8                    
-544.883333333          -2.89125666667e-07      --                      --                      21.2                    20.8                    
-549.874666667          -2.90948666667e-07      --                      --                      21.2                    20.8                    
-554.866                -2.93393333333e-07      --                      --                      21.2                    20.8                    
-559.885333333          -2.95832e-07            --                      --                      21.2                    20.8                    
-564.878                -2.98890666667e-07      --                      --                      21.2                    20.8                    
-569.871                -3.01522333333e-07      --                      --                      21.2                    20.8                    
-574.888                -3.03850666667e-07      --                      --                      21.2                    20.9                    
-579.878666667          -3.06353e-07            --                      --                      21.2                    20.9                    
-584.873                -3.09131e-07            --                      --                      21.2                    20.9                    
-589.891                -3.11353666667e-07      --                      --                      21.2                    20.9                    
-594.880666667          -3.14053666667e-07      --                      --                      21.2                    20.9                    
-599.872666667          -3.18022333333e-07      --                      --                      21.2                    20.9                    
-604.868333333          -3.20415333333e-07      --                      --                      21.2                    21.1                    
-609.884                -3.23723e-07            --                      --                      21.2                    21.1                    
-614.882333333          -3.26397e-07            --                      --                      21.2                    21.1                    
-619.871666667          -3.29850333333e-07      --                      --                      21.2                    21.1                    
-624.89                 -3.32891666667e-07      --                      --                      21.2                    21.1                    
-629.881333333          -3.35245333333e-07      --                      --                      21.2                    21.1                    
-634.871333333          -3.38411333333e-07      --                      --                      21.2                    21.1                    
-639.866666667          -3.42657666667e-07      --                      --                      21.2                    21.2                    
-644.884                -3.45581e-07            --                      --                      21.2                    21.2                    
-649.875666667          -3.48277e-07            --                      --                      21.2                    21.2                    
-654.867                -3.52342e-07            --                      --                      21.2                    21.2                    
-659.885666667          -3.55827e-07            --                      --                      21.2                    21.2                    
-664.875666667          -3.58838333333e-07      --                      --                      21.2                    21.2                    
-669.87                 -3.62547666667e-07      --                      --                      21.2                    21.3                    
-674.885666667          -3.66705333333e-07      --                      --                      21.2                    21.3                    
-679.878                -3.69547333333e-07      --                      --                      21.2                    21.3                    
-684.871666667          -3.73955333333e-07      --                      --                      21.2                    21.3                    
-689.864666667          -3.77694666667e-07      --                      --                      21.2                    21.3                    
-694.882666667          -3.81375666667e-07      --                      --                      21.2                    21.3                    
-699.875333333          -3.85305e-07            --                      --                      21.2                    21.3                    
-704.868333333          -3.89087666667e-07      --                      --                      21.2                    21.4                    
-709.882666667          -3.9288e-07             --                      --                      21.2                    21.4                    
-714.876                -3.96547e-07            --                      --                      21.2                    21.4                    
-719.868666667          -4.00130333333e-07      --                      --                      21.2                    21.4                    
-724.883333333          -4.04775666667e-07      --                      --                      21.2                    21.4                    
-729.875666667          -4.08685333333e-07      --                      --                      21.2                    21.4                    
-734.867666667          -4.1281e-07             --                      --                      21.2                    21.5                    
-739.861                -4.17181333333e-07      --                      --                      21.2                    21.5                    
-744.882                -4.21160333333e-07      --                      --                      21.2                    21.5                    
-749.874                -4.25401666667e-07      --                      --                      21.2                    21.5                    
-754.866                -4.29814333333e-07      --                      --                      21.2                    21.5                    
-759.882                -4.33440666667e-07      --                      --                      21.2                    21.5                    
-764.873                -4.38183333333e-07      --                      --                      21.2                    21.6                    
-769.867333333          -4.43142666667e-07      --                      --                      21.2                    21.6                    
-774.857666667          -4.47663e-07            --                      --                      21.2                    21.6                    
-779.877                -4.52061e-07            --                      --                      21.2                    21.6                    
-784.868333333          -4.56683333333e-07      --                      --                      21.2                    21.6                    
-789.857666667          -4.61034333333e-07      --                      --                      21.2                    21.6                    
-794.878333333          -4.6561e-07             --                      --                      21.2                    21.6                    
-799.873666667          -4.70383666667e-07      --                      --                      21.2                    21.7                    
-804.862666667          -4.74638333333e-07      --                      --                      21.2                    21.7                    
-809.882666667          -4.79072e-07            --                      --                      21.2                    21.7                    
-814.874666667          -4.84930666667e-07      --                      --                      21.2                    21.7                    
-819.864333333          -4.89497333333e-07      --                      --                      21.2                    21.7                    
-824.859                -4.94186333333e-07      --                      --                      21.2                    21.7                    
-829.875333333          -4.99162e-07            --                      --                      21.2                    21.8                    
-834.865                -5.04514333333e-07      --                      --                      21.2                    21.8                    
-839.856333333          -5.09470333333e-07      --                      --                      21.2                    21.8                    
-844.874333333          -5.14691666667e-07      --                      --                      21.2                    21.8                    
-849.867666667          -5.19955e-07            --                      --                      21.2                    21.8                    
-854.862                -5.24545e-07            --                      --                      21.2                    21.8                    
-859.852                -5.29882666667e-07      --                      --                      21.2                    21.9                    
-864.870333333          -5.34717e-07            --                      --                      21.2                    21.9                    
-869.864                -5.40297e-07            --                      --                      21.2                    21.9                    
-874.854                -5.45867e-07            --                      --                      21.2                    21.9                    
-879.873333333          -5.51420666667e-07      --                      --                      21.2                    21.9                    
-884.863                -5.57172333333e-07      --                      --                      21.2                    21.9                    
-889.855                -5.62238333333e-07      --                      --                      21.3                    22.0                    
-894.874                -5.67596e-07            --                      --                      21.3                    22.0                    
-899.869                -5.74285333333e-07      --                      --                      21.3                    22.0                    
-904.858666667          -5.79705e-07            --                      --                      21.3                    22.0                    
-909.852666667          -5.85544e-07            --                      --                      21.3                    22.0                    
-914.868666667          -5.90676666667e-07      --                      --                      21.3                    22.0                    
-919.862333333          -5.97157666667e-07      --                      --                      21.3                    22.0                    
-924.851666667          -6.03691666667e-07      --                      --                      21.3                    22.0                    
-929.869333333          -6.09411333333e-07      --                      --                      21.3                    22.0                    
-934.859                -6.14659e-07            --                      --                      21.3                    22.0                    
-939.849666667          -6.21491333333e-07      --                      --                      21.3                    22.0                    
-944.868333333          -6.26857333333e-07      --                      --                      21.3                    22.0                    
-949.864333333          -6.34121e-07            --                      --                      21.3                    22.0                    
-954.856333333          -6.39902666667e-07      --                      --                      21.3                    22.1                    
-959.848                -6.46478333333e-07      --                      --                      21.3                    22.1                    
-964.866666667          -6.53032333333e-07      --                      --                      21.3                    22.1                    
-969.857666667          -6.58632e-07            --                      --                      21.3                    22.1                    
-974.850666667          -6.65744666667e-07      --                      --                      21.3                    22.1                    
-979.867                -6.72108333333e-07      --                      --                      21.3                    22.1                    
-984.861333333          -6.78184333333e-07      --                      --                      21.3                    22.2                    
-989.851666667          -6.85143e-07            --                      --                      21.3                    22.2                    
-994.842333333          -6.91723e-07            --                      --                      21.3                    22.2                    
-999.859                -6.98731333333e-07      --                      --                      21.3                    22.2                    
