# Measurement file: 
 # Project: HPK 6 inch 2018
 # Sensor Type: 2S
 # ID: VPX28442_2S_19
 # Operator: Dominic
 # Date: Tue Feb 26 09:42:56 2019


voltage[V]              current[A]              voltage[V]              capacitance[F]          temperature[deg]        humidity[rel%]          
-264.976                -2.23650666667e-07      -265.0                  3.84383333333e-09       22.0                    19.7                    
-269.969                -2.23446666667e-07      -270.0                  3.84329333333e-09       22.0                    19.3                    
-274.969                -2.25120666667e-07      -275.0                  3.8431e-09              22.0                    18.9                    
-279.97                 -2.24776e-07            -280.0                  3.84228666667e-09       22.0                    18.9                    
-284.971666667          -2.25326e-07            -285.0                  3.84197e-09             22.0                    18.7                    
-289.971                -2.25989666667e-07      -290.0                  3.84155666667e-09       22.0                    18.7                    
-294.972                -2.27115666667e-07      -295.0                  3.84131333333e-09       22.0                    18.4                    
-299.973                -2.26975333333e-07      -300.0                  3.84075333333e-09       22.0                    18.2                    
-304.966333333          -2.27192666667e-07      -305.0                  3.84001e-09             22.0                    18.2                    
-309.967                -2.28851e-07            -310.0                  3.83919e-09             22.0                    18.0                    
-314.969                -2.28972666667e-07      -315.0                  3.83845e-09             22.0                    18.0                    
-319.97                 -2.29592666667e-07      -320.0                  3.83788e-09             22.0                    17.9                    
-324.971                -2.30478333333e-07      -325.0                  3.83692666667e-09       22.0                    17.9                    
-329.971                -2.31752666667e-07      -330.0                  3.83695333333e-09       22.0                    17.9                    
-334.972                -2.31884e-07            -335.0                  3.83618666667e-09       22.0                    17.9                    
-339.965666667          -2.32690333333e-07      -340.0                  3.83575666667e-09       22.0                    17.9                    
-344.965                -2.33287666667e-07      -345.0                  3.83571e-09             22.0                    17.9                    
-349.967333333          -2.34557333333e-07      -350.0                  3.83519666667e-09       22.0                    18.0                    
-354.966666667          -2.35542666667e-07      --                      --                      22.0                    18.0                    
-359.967                -2.36272333333e-07      --                      --                      22.0                    18.0                    
-364.968                -2.37173333333e-07      --                      --                      22.0                    18.0                    
-369.969666667          -2.38372e-07            --                      --                      22.0                    18.0                    
-374.963                -2.39939e-07            --                      --                      22.0                    18.0                    
-379.963666667          -2.40419333333e-07      --                      --                      22.0                    18.0                    
-384.965333333          -2.42134333333e-07      --                      --                      22.0                    18.0                    
-389.964                -2.43147333333e-07      --                      --                      22.0                    18.0                    
-394.965666667          -2.4434e-07             --                      --                      22.0                    18.0                    
-399.967                -2.44696e-07            --                      --                      22.0                    18.0                    
-404.968                -2.46622333333e-07      --                      --                      22.0                    18.0                    
-409.960666667          -2.47413333333e-07      --                      --                      22.0                    18.0                    
-414.962333333          -2.48887e-07            --                      --                      22.0                    18.1                    
-419.960666667          -2.48921e-07            --                      --                      22.0                    18.1                    
-424.961                -2.50953333333e-07      --                      --                      22.0                    18.1                    
-429.963333333          -2.52734666667e-07      --                      --                      22.0                    18.1                    
-434.963                -2.53780333333e-07      --                      --                      22.0                    18.1                    
-439.965                -2.54111333333e-07      --                      --                      22.0                    18.1                    
-444.958                -2.55507e-07            --                      --                      22.0                    18.1                    
-449.959                -2.57738666667e-07      --                      --                      22.0                    18.1                    
-454.958666667          -2.58415666667e-07      --                      --                      22.0                    18.1                    
-459.959                -2.60219e-07            --                      --                      22.0                    18.1                    
-464.96                 -2.62036333333e-07      --                      --                      22.0                    18.1                    
-469.961333333          -2.63643e-07            --                      --                      22.0                    18.1                    
-474.963                -2.65365666667e-07      --                      --                      22.0                    18.1                    
-479.956                -2.66951666667e-07      --                      --                      22.0                    18.2                    
-484.957                -2.6864e-07             --                      --                      22.0                    18.2                    
-489.956333333          -2.70025666667e-07      --                      --                      22.0                    18.2                    
-494.958                -2.71906e-07            --                      --                      22.0                    18.2                    
-499.959                -2.74431666667e-07      --                      --                      22.0                    18.2                    
-504.868                -2.76330666667e-07      --                      --                      22.0                    18.2                    
-509.886666667          -2.78046e-07            --                      --                      22.0                    18.2                    
-514.878666667          -2.79786333333e-07      --                      --                      22.0                    18.2                    
-519.869                -2.81639333333e-07      --                      --                      22.0                    18.2                    
-524.886                -2.84416e-07            --                      --                      22.0                    18.2                    
-529.881                -2.86669e-07            --                      --                      22.0                    18.2                    
-534.875333333          -2.89336333333e-07      --                      --                      22.0                    18.2                    
-539.892666667          -2.91885e-07            --                      --                      22.0                    18.2                    
-544.884                -2.94031e-07            --                      --                      22.0                    18.2                    
-549.874666667          -2.96618666667e-07      --                      --                      22.0                    18.2                    
-554.866333333          -2.98996333333e-07      --                      --                      22.0                    18.2                    
-559.885                -3.01385666667e-07      --                      --                      22.0                    18.2                    
-564.877333333          -3.04474333333e-07      --                      --                      22.0                    18.2                    
-569.870666667          -3.07132333333e-07      --                      --                      22.0                    18.2                    
-574.887                -3.10081666667e-07      --                      --                      22.0                    18.3                    
-579.878333333          -3.12194666667e-07      --                      --                      22.0                    18.3                    
-584.871                -3.15605333333e-07      --                      --                      22.0                    18.3                    
-589.890333333          -3.18661e-07            --                      --                      22.0                    18.3                    
-594.883666667          -3.21528e-07            --                      --                      22.0                    18.3                    
-599.873666667          -3.24814666667e-07      --                      --                      22.0                    18.3                    
-604.864666667          -3.27645333333e-07      --                      --                      22.0                    18.3                    
-609.884666667          -3.30308666667e-07      --                      --                      22.0                    18.3                    
-614.881                -3.34311333333e-07      --                      --                      22.0                    18.3                    
-619.867333333          -3.37457666667e-07      --                      --                      22.0                    18.3                    
-624.889                -3.4055e-07             --                      --                      22.0                    18.3                    
-629.88                 -3.43629333333e-07      --                      --                      22.0                    18.3                    
-634.869666667          -3.47430333333e-07      --                      --                      22.0                    18.3                    
-639.865666667          -3.50601333333e-07      --                      --                      22.0                    18.4                    
-644.883                -3.54319333333e-07      --                      --                      22.0                    18.4                    
-649.875                -3.57787333333e-07      --                      --                      22.0                    18.4                    
-654.866333333          -3.61003333333e-07      --                      --                      22.0                    18.4                    
-659.884666667          -3.6539e-07             --                      --                      22.0                    18.4                    
-664.876666667          -3.68970666667e-07      --                      --                      22.0                    18.4                    
-669.871333333          -3.72821666667e-07      --                      --                      22.0                    18.4                    
-674.888333333          -3.76684666667e-07      --                      --                      22.0                    18.4                    
-679.879333333          -3.80797666667e-07      --                      --                      22.0                    18.4                    
-684.869666667          -3.84790333333e-07      --                      --                      22.0                    18.4                    
-689.865                -3.88408666667e-07      --                      --                      22.0                    18.4                    
-694.881666667          -3.92500333333e-07      --                      --                      22.0                    18.4                    
-699.871666667          -3.96686333333e-07      --                      --                      22.0                    18.4                    
-704.867666667          -4.00547333333e-07      --                      --                      22.0                    18.5                    
-709.884333333          -4.04888e-07            --                      --                      22.0                    18.5                    
-714.876666667          -4.09058666667e-07      --                      --                      22.0                    18.5                    
-719.868666667          -4.13858333333e-07      --                      --                      22.0                    18.5                    
-724.884666667          -4.17971e-07            --                      --                      22.0                    18.5                    
-729.876333333          -4.21570333333e-07      --                      --                      22.0                    18.5                    
-734.868333333          -4.26744666667e-07      --                      --                      22.0                    18.5                    
-739.86                 -4.31345333333e-07      --                      --                      22.0                    18.5                    
-744.881333333          -4.35789e-07            --                      --                      22.0                    18.5                    
-749.872333333          -4.40367e-07            --                      --                      22.0                    18.5                    
-754.865333333          -4.45159666667e-07      --                      --                      22.0                    18.5                    
-759.882                -4.49895666667e-07      --                      --                      22.0                    18.5                    
-764.872                -4.54281666667e-07      --                      --                      22.0                    18.5                    
-769.865                -4.59358e-07            --                      --                      22.0                    18.6                    
-774.857333333          -4.64092333333e-07      --                      --                      22.0                    18.6                    
-779.874666667          -4.6865e-07             --                      --                      22.0                    18.6                    
-784.865666667          -4.73632333333e-07      --                      --                      22.0                    18.6                    
-789.856                -4.78675666667e-07      --                      --                      22.0                    18.6                    
-794.875666667          -4.83851666667e-07      --                      --                      22.0                    18.6                    
-799.871666667          -4.88856333333e-07      --                      --                      22.0                    18.7                    
-804.862                -4.93837333333e-07      --                      --                      22.0                    18.7                    
-809.882333333          -4.99283333333e-07      --                      --                      22.0                    18.7                    
-814.873                -5.04377e-07            --                      --                      22.0                    18.7                    
-819.861666667          -5.09731e-07            --                      --                      22.0                    18.7                    
-824.854666667          -5.15266666667e-07      --                      --                      22.0                    18.7                    
-829.871666667          -5.20083333333e-07      --                      --                      22.0                    18.7                    
-834.861666667          -5.25544e-07            --                      --                      22.0                    18.7                    
-839.854666667          -5.30862333333e-07      --                      --                      22.0                    18.7                    
-844.872                -5.36152333333e-07      --                      --                      22.0                    18.7                    
-849.866666667          -5.41815333333e-07      --                      --                      22.0                    18.7                    
-854.857666667          -5.47835666667e-07      --                      --                      22.0                    18.7                    
-859.849333333          -5.53691e-07            --                      --                      22.0                    18.7                    
-864.87                 -5.58764666667e-07      --                      --                      22.0                    18.7                    
-869.861666667          -5.65186666667e-07      --                      --                      22.0                    18.7                    
-874.853333333          -5.71002333333e-07      --                      --                      22.0                    18.7                    
-879.870333333          -5.7681e-07             --                      --                      22.0                    18.7                    
-884.863                -5.82859333333e-07      --                      --                      22.0                    18.7                    
-889.856                -5.88177666667e-07      --                      --                      22.0                    18.8                    
-894.869666667          -5.94172e-07            --                      --                      22.0                    18.8                    
-899.868333333          -6.01011333333e-07      --                      --                      22.0                    18.8                    
-904.857666667          -6.06408333333e-07      --                      --                      22.0                    18.8                    
-909.851333333          -6.1321e-07             --                      --                      22.0                    18.8                    
-914.868666667          -6.18917333333e-07      --                      --                      22.0                    18.8                    
-919.86                 -6.25738e-07            --                      --                      22.0                    18.8                    
-924.851                -6.31689333333e-07      --                      --                      22.0                    18.8                    
-929.867666667          -6.38300666667e-07      --                      --                      22.0                    18.8                    
-934.856666667          -6.44848666667e-07      --                      --                      22.0                    18.8                    
-939.849                -6.51301333333e-07      --                      --                      22.0                    18.8                    
-944.866666667          -6.58036333333e-07      --                      --                      22.0                    18.8                    
-949.862666667          -6.64448666667e-07      --                      --                      22.0                    18.8                    
-954.856                -6.70966e-07            --                      --                      22.0                    18.8                    
-959.848                -6.77919666667e-07      --                      --                      22.0                    18.8                    
-964.864666667          -6.84808666667e-07      --                      --                      22.0                    18.8                    
-969.855333333          -6.91357666667e-07      --                      --                      22.0                    18.8                    
-974.848333333          -6.97746666667e-07      --                      --                      22.0                    18.8                    
-979.865                -7.05049333333e-07      --                      --                      22.0                    18.8                    
-984.859666667          -7.12305333333e-07      --                      --                      22.0                    18.8                    
-989.850333333          -7.19311666667e-07      --                      --                      22.0                    18.8                    
-994.841                -7.26853333333e-07      --                      --                      22.0                    18.8                    
-999.862333333          -7.33863e-07            --                      --                      22.0                    18.8                    
