# This pad file is for the HPK 2S sensor for the 6inch runs, contact in the middle

Campaign: Hamamatsu 6inch 2S					
Creator: Dominic Bloech 03.12.2018
				
reference pad: 2			
reference pad: 1017					
reference pad: 1016

# Additional parameters
implant_length: 0
metal_width: 32
implant_width: 22
metal_length: 49504
pitch: 90
thickness: 240
type: p-type

strip	x	y	z
1228	49908	-72360	0
1229	49908	-72270	0
1230	49908	-72180	0
1231	49908	-72090	0
1232	49908	-72000	0
1233	49908	-71910	0
1234	49908	-71820	0
1235	49908	-71730	0
1236	49908	-71640	0
1237	49908	-71550	0
1238	49908	-71460	0
1239	49908	-71370	0
1240	49908	-71280	0
1241	49908	-71190	0
1242	49908	-71100	0
1243	49908	-71010	0
1244	49908	-70920	0
1245	49908	-70830	0
1246	49908	-70740	0
1247	49908	-70650	0
1248	49908	-70560	0
1249	49908	-70470	0
1250	49908	-70380	0
1251	49908	-70290	0
1252	49908	-70200	0
1253	49908	-70110	0
1254	49908	-70020	0
1255	49908	-69930	0
1256	49908	-69840	0
1257	49908	-69750	0
1258	49908	-69660	0
1259	49908	-69570	0
1260	49908	-69480	0
1261	49908	-69390	0
1262	49908	-69300	0
1263	49908	-69210	0
1264	49908	-69120	0
1265	49908	-69030	0
1266	49908	-68940	0
1267	49908	-68850	0
1268	49908	-68760	0
1269	49908	-68670	0
1270	49908	-68580	0
1271	49908	-68490	0
1272	49908	-68400	0
1273	49908	-68310	0
1274	49908	-68220	0
1275	49908	-68130	0
1276	49908	-68040	0
1277	49908	-67950	0
1278	49908	-67860	0
1279	49908	-67770	0
1280	49908	-67680	0
1281	49908	-67590	0
1282	49908	-67500	0
1283	49908	-67410	0
1284	49908	-67320	0
1285	49908	-67230	0
1286	49908	-67140	0
1287	49908	-67050	0
1288	49908	-66960	0
1289	49908	-66870	0
1290	49908	-66780	0
1291	49908	-66690	0
1292	49908	-66600	0
1293	49908	-66510	0
1294	49908	-66420	0
1295	49908	-66330	0
1296	49908	-66240	0
1297	49908	-66150	0
1298	49908	-66060	0
1299	49908	-65970	0
1300	49908	-65880	0
1301	49908	-65790	0
1302	49908	-65700	0
1303	49908	-65610	0
1304	49908	-65520	0
1305	49908	-65430	0
1306	49908	-65340	0
1307	49908	-65250	0
1308	49908	-65160	0
1309	49908	-65070	0
1310	49908	-64980	0
1311	49908	-64890	0
1312	49908	-64800	0
1313	49908	-64710	0
1314	49908	-64620	0
1315	49908	-64530	0
1316	49908	-64440	0
1317	49908	-64350	0
1318	49908	-64260	0
1319	49908	-64170	0
1320	49908	-64080	0
1321	49908	-63990	0
1322	49908	-63900	0
1323	49908	-63810	0
1324	49908	-63720	0
1325	49908	-63630	0
1326	49908	-63540	0
1327	49908	-63450	0
1328	49908	-63360	0
1329	49908	-63270	0
1330	49908	-63180	0
1331	49908	-63090	0
1332	49908	-63000	0
1333	49908	-62910	0
1334	49908	-62820	0
1335	49908	-62730	0
1336	49908	-62640	0
1337	49908	-62550	0
1338	49908	-62460	0
1339	49908	-62370	0
1340	49908	-62280	0
1341	49908	-62190	0
1342	49908	-62100	0
1343	49908	-62010	0
1344	49908	-61920	0
1345	49908	-61830	0
1346	49908	-61740	0
1347	49908	-61650	0
1348	49908	-61560	0
1349	49908	-61470	0
1350	49908	-61380	0
1351	49908	-61290	0
1352	49908	-61200	0
1353	49908	-61110	0
1354	49908	-61020	0
1355	49908	-60930	0
1356	49908	-60840	0
1357	49908	-60750	0
1358	49908	-60660	0
1359	49908	-60570	0
1360	49908	-60480	0
1361	49908	-60390	0
1362	49908	-60300	0
1363	49908	-60210	0
1364	49908	-60120	0
1365	49908	-60030	0
1366	49908	-59940	0
1367	49908	-59850	0
1368	49908	-59760	0
1369	49908	-59670	0
1370	49908	-59580	0
1371	49908	-59490	0
1372	49908	-59400	0
1373	49908	-59310	0
1374	49908	-59220	0
1375	49908	-59130	0
1376	49908	-59040	0
1377	49908	-58950	0
1378	49908	-58860	0
1379	49908	-58770	0
1380	49908	-58680	0
1381	49908	-58590	0
1382	49908	-58500	0
1383	49908	-58410	0
1384	49908	-58320	0
1385	49908	-58230	0
1386	49908	-58140	0
1387	49908	-58050	0
1388	49908	-57960	0
1389	49908	-57870	0
1390	49908	-57780	0
1391	49908	-57690	0
1392	49908	-57600	0
1393	49908	-57510	0
1394	49908	-57420	0
1395	49908	-57330	0
1396	49908	-57240	0
1397	49908	-57150	0
1398	49908	-57060	0
1399	49908	-56970	0
1400	49908	-56880	0
1401	49908	-56790	0
1402	49908	-56700	0
1403	49908	-56610	0
1404	49908	-56520	0
1405	49908	-56430	0
1406	49908	-56340	0
1407	49908	-56250	0
1408	49908	-56160	0
1409	49908	-56070	0
1410	49908	-55980	0
1411	49908	-55890	0
1412	49908	-55800	0
1413	49908	-55710	0
1414	49908	-55620	0
1415	49908	-55530	0
1416	49908	-55440	0
1417	49908	-55350	0
1418	49908	-55260	0
1419	49908	-55170	0
1420	49908	-55080	0
1421	49908	-54990	0
1422	49908	-54900	0
1423	49908	-54810	0
1424	49908	-54720	0
1425	49908	-54630	0
1426	49908	-54540	0
1427	49908	-54450	0
1428	49908	-54360	0
1429	49908	-54270	0
1430	49908	-54180	0
1431	49908	-54090	0
1432	49908	-54000	0
1433	49908	-53910	0
1434	49908	-53820	0
1435	49908	-53730	0
1436	49908	-53640	0
1437	49908	-53550	0
1438	49908	-53460	0
1439	49908	-53370	0
1440	49908	-53280	0
1441	49908	-53190	0
1442	49908	-53100	0
1443	49908	-53010	0
1444	49908	-52920	0
1445	49908	-52830	0
1446	49908	-52740	0
1447	49908	-52650	0
1448	49908	-52560	0
1449	49908	-52470	0
1450	49908	-52380	0
1451	49908	-52290	0
1452	49908	-52200	0
1453	49908	-52110	0
1454	49908	-52020	0
1455	49908	-51930	0
1456	49908	-51840	0
1457	49908	-51750	0
1458	49908	-51660	0
1459	49908	-51570	0
1460	49908	-51480	0
1461	49908	-51390	0
1462	49908	-51300	0
1463	49908	-51210	0
1464	49908	-51120	0
1465	49908	-51030	0
1466	49908	-50940	0
1467	49908	-50850	0
1468	49908	-50760	0
1469	49908	-50670	0
1470	49908	-50580	0
1471	49908	-50490	0
1472	49908	-50400	0
1473	49908	-50310	0
1474	49908	-50220	0
1475	49908	-50130	0
1476	49908	-50040	0
1477	49908	-49950	0
1478	49908	-49860	0
1479	49908	-49770	0
1480	49908	-49680	0
1481	49908	-49590	0
1482	49908	-49500	0
1483	49908	-49410	0
1484	49908	-49320	0
1485	49908	-49230	0
1486	49908	-49140	0
1487	49908	-49050	0
1488	49908	-48960	0
1489	49908	-48870	0
1490	49908	-48780	0
1491	49908	-48690	0
1492	49908	-48600	0
1493	49908	-48510	0
1494	49908	-48420	0
1495	49908	-48330	0
1496	49908	-48240	0
1497	49908	-48150	0
1498	49908	-48060	0
1499	49908	-47970	0
1500	49908	-47880	0
1501	49908	-47790	0
1502	49908	-47700	0
1503	49908	-47610	0
1504	49908	-47520	0
1505	49908	-47430	0
1506	49908	-47340	0
1507	49908	-47250	0
1508	49908	-47160	0
1509	49908	-47070	0
1510	49908	-46980	0
1511	49908	-46890	0
1512	49908	-46800	0
1513	49908	-46710	0
1514	49908	-46620	0
1515	49908	-46530	0
1516	49908	-46440	0
1517	49908	-46350	0
1518	49908	-46260	0
1519	49908	-46170	0
1520	49908	-46080	0
1521	49908	-45990	0
1522	49908	-45900	0
1523	49908	-45810	0
1524	49908	-45720	0
1525	49908	-45630	0
1526	49908	-45540	0
1527	49908	-45450	0
1528	49908	-45360	0
1529	49908	-45270	0
1530	49908	-45180	0
1531	49908	-45090	0
1532	49908	-45000	0
1533	49908	-44910	0
1534	49908	-44820	0
1535	49908	-44730	0
1536	49908	-44640	0
1537	49908	-44550	0
1538	49908	-44460	0
1539	49908	-44370	0
1540	49908	-44280	0
1541	49908	-44190	0
1542	49908	-44100	0
1543	49908	-44010	0
1544	49908	-43920	0
1545	49908	-43830	0
1546	49908	-43740	0
1547	49908	-43650	0
1548	49908	-43560	0
1549	49908	-43470	0
1550	49908	-43380	0
1551	49908	-43290	0
1552	49908	-43200	0
1553	49908	-43110	0
1554	49908	-43020	0
1555	49908	-42930	0
1556	49908	-42840	0
1557	49908	-42750	0
1558	49908	-42660	0
1559	49908	-42570	0
1560	49908	-42480	0
1561	49908	-42390	0
1562	49908	-42300	0
1563	49908	-42210	0
1564	49908	-42120	0
1565	49908	-42030	0
1566	49908	-41940	0
1567	49908	-41850	0
1568	49908	-41760	0
1569	49908	-41670	0
1570	49908	-41580	0
1571	49908	-41490	0
1572	49908	-41400	0
1573	49908	-41310	0
1574	49908	-41220	0
1575	49908	-41130	0
1576	49908	-41040	0
1577	49908	-40950	0
1578	49908	-40860	0
1579	49908	-40770	0
1580	49908	-40680	0
1581	49908	-40590	0
1582	49908	-40500	0
1583	49908	-40410	0
1584	49908	-40320	0
1585	49908	-40230	0
1586	49908	-40140	0
1587	49908	-40050	0
1588	49908	-39960	0
1589	49908	-39870	0
1590	49908	-39780	0
1591	49908	-39690	0
1592	49908	-39600	0
1593	49908	-39510	0
1594	49908	-39420	0
1595	49908	-39330	0
1596	49908	-39240	0
1597	49908	-39150	0
1598	49908	-39060	0
1599	49908	-38970	0
1600	49908	-38880	0
1601	49908	-38790	0
1602	49908	-38700	0
1603	49908	-38610	0
1604	49908	-38520	0
1605	49908	-38430	0
1606	49908	-38340	0
1607	49908	-38250	0
1608	49908	-38160	0
1609	49908	-38070	0
1610	49908	-37980	0
1611	49908	-37890	0
1612	49908	-37800	0
1613	49908	-37710	0
1614	49908	-37620	0
1615	49908	-37530	0
1616	49908	-37440	0
1617	49908	-37350	0
1618	49908	-37260	0
1619	49908	-37170	0
1620	49908	-37080	0
1621	49908	-36990	0
1622	49908	-36900	0
1623	49908	-36810	0
1624	49908	-36720	0
1625	49908	-36630	0
1626	49908	-36540	0
1627	49908	-36450	0
1628	49908	-36360	0
1629	49908	-36270	0
1630	49908	-36180	0
1631	49908	-36090	0
1632	49908	-36000	0
1633	49908	-35910	0
1634	49908	-35820	0
1635	49908	-35730	0
1636	49908	-35640	0
1637	49908	-35550	0
1638	49908	-35460	0
1639	49908	-35370	0
1640	49908	-35280	0
1641	49908	-35190	0
1642	49908	-35100	0
1643	49908	-35010	0
1644	49908	-34920	0
1645	49908	-34830	0
1646	49908	-34740	0
1647	49908	-34650	0
1648	49908	-34560	0
1649	49908	-34470	0
1650	49908	-34380	0
1651	49908	-34290	0
1652	49908	-34200	0
1653	49908	-34110	0
1654	49908	-34020	0
1655	49908	-33930	0
1656	49908	-33840	0
1657	49908	-33750	0
1658	49908	-33660	0
1659	49908	-33570	0
1660	49908	-33480	0
1661	49908	-33390	0
1662	49908	-33300	0
1663	49908	-33210	0
1664	49908	-33120	0
1665	49908	-33030	0
1666	49908	-32940	0
1667	49908	-32850	0
1668	49908	-32760	0
1669	49908	-32670	0
1670	49908	-32580	0
1671	49908	-32490	0
1672	49908	-32400	0
1673	49908	-32310	0
1674	49908	-32220	0
1675	49908	-32130	0
1676	49908	-32040	0
1677	49908	-31950	0
1678	49908	-31860	0
1679	49908	-31770	0
1680	49908	-31680	0
1681	49908	-31590	0
1682	49908	-31500	0
1683	49908	-31410	0
1684	49908	-31320	0
1685	49908	-31230	0
1686	49908	-31140	0
1687	49908	-31050	0
1688	49908	-30960	0
1689	49908	-30870	0
1690	49908	-30780	0
1691	49908	-30690	0
1692	49908	-30600	0
1693	49908	-30510	0
1694	49908	-30420	0
1695	49908	-30330	0
1696	49908	-30240	0
1697	49908	-30150	0
1698	49908	-30060	0
1699	49908	-29970	0
1700	49908	-29880	0
1701	49908	-29790	0
1702	49908	-29700	0
1703	49908	-29610	0
1704	49908	-29520	0
1705	49908	-29430	0
1706	49908	-29340	0
1707	49908	-29250	0
1708	49908	-29160	0
1709	49908	-29070	0
1710	49908	-28980	0
1711	49908	-28890	0
1712	49908	-28800	0
1713	49908	-28710	0
1714	49908	-28620	0
1715	49908	-28530	0
1716	49908	-28440	0
1717	49908	-28350	0
1718	49908	-28260	0
1719	49908	-28170	0
1720	49908	-28080	0
1721	49908	-27990	0
1722	49908	-27900	0
1723	49908	-27810	0
1724	49908	-27720	0
1725	49908	-27630	0
1726	49908	-27540	0
1727	49908	-27450	0
1728	49908	-27360	0
1729	49908	-27270	0
1730	49908	-27180	0
1731	49908	-27090	0
1732	49908	-27000	0
1733	49908	-26910	0
1734	49908	-26820	0
1735	49908	-26730	0
1736	49908	-26640	0
1737	49908	-26550	0
1738	49908	-26460	0
1739	49908	-26370	0
1740	49908	-26280	0
1741	49908	-26190	0
1742	49908	-26100	0
1743	49908	-26010	0
1744	49908	-25920	0
1745	49908	-25830	0
1746	49908	-25740	0
1747	49908	-25650	0
1748	49908	-25560	0
1749	49908	-25470	0
1750	49908	-25380	0
1751	49908	-25290	0
1752	49908	-25200	0
1753	49908	-25110	0
1754	49908	-25020	0
1755	49908	-24930	0
1756	49908	-24840	0
1757	49908	-24750	0
1758	49908	-24660	0
1759	49908	-24570	0
1760	49908	-24480	0
1761	49908	-24390	0
1762	49908	-24300	0
1763	49908	-24210	0
1764	49908	-24120	0
1765	49908	-24030	0
1766	49908	-23940	0
1767	49908	-23850	0
1768	49908	-23760	0
1769	49908	-23670	0
1770	49908	-23580	0
1771	49908	-23490	0
1772	49908	-23400	0
1773	49908	-23310	0
1774	49908	-23220	0
1775	49908	-23130	0
1776	49908	-23040	0
1777	49908	-22950	0
1778	49908	-22860	0
1779	49908	-22770	0
1780	49908	-22680	0
1781	49908	-22590	0
1782	49908	-22500	0
1783	49908	-22410	0
1784	49908	-22320	0
1785	49908	-22230	0
1786	49908	-22140	0
1787	49908	-22050	0
1788	49908	-21960	0
1789	49908	-21870	0
1790	49908	-21780	0
1791	49908	-21690	0
1792	49908	-21600	0
1793	49908	-21510	0
1794	49908	-21420	0
1795	49908	-21330	0
1796	49908	-21240	0
1797	49908	-21150	0
1798	49908	-21060	0
1799	49908	-20970	0
1800	49908	-20880	0
1801	49908	-20790	0
1802	49908	-20700	0
1803	49908	-20610	0
1804	49908	-20520	0
1805	49908	-20430	0
1806	49908	-20340	0
1807	49908	-20250	0
1808	49908	-20160	0
1809	49908	-20070	0
1810	49908	-19980	0
1811	49908	-19890	0
1812	49908	-19800	0
1813	49908	-19710	0
1814	49908	-19620	0
1815	49908	-19530	0
1816	49908	-19440	0
1817	49908	-19350	0
1818	49908	-19260	0
1819	49908	-19170	0
1820	49908	-19080	0
1821	49908	-18990	0
1822	49908	-18900	0
1823	49908	-18810	0
1824	49908	-18720	0
1825	49908	-18630	0
1826	49908	-18540	0
1827	49908	-18450	0
1828	49908	-18360	0
1829	49908	-18270	0
1830	49908	-18180	0
1831	49908	-18090	0
1832	49908	-18000	0
1833	49908	-17910	0
1834	49908	-17820	0
1835	49908	-17730	0
1836	49908	-17640	0
1837	49908	-17550	0
1838	49908	-17460	0
1839	49908	-17370	0
1840	49908	-17280	0
1841	49908	-17190	0
1842	49908	-17100	0
1843	49908	-17010	0
1844	49908	-16920	0
1845	49908	-16830	0
1846	49908	-16740	0
1847	49908	-16650	0
1848	49908	-16560	0
1849	49908	-16470	0
1850	49908	-16380	0
1851	49908	-16290	0
1852	49908	-16200	0
1853	49908	-16110	0
1854	49908	-16020	0
1855	49908	-15930	0
1856	49908	-15840	0
1857	49908	-15750	0
1858	49908	-15660	0
1859	49908	-15570	0
1860	49908	-15480	0
1861	49908	-15390	0
1862	49908	-15300	0
1863	49908	-15210	0
1864	49908	-15120	0
1865	49908	-15030	0
1866	49908	-14940	0
1867	49908	-14850	0
1868	49908	-14760	0
1869	49908	-14670	0
1870	49908	-14580	0
1871	49908	-14490	0
1872	49908	-14400	0
1873	49908	-14310	0
1874	49908	-14220	0
1875	49908	-14130	0
1876	49908	-14040	0
1877	49908	-13950	0
1878	49908	-13860	0
1879	49908	-13770	0
1880	49908	-13680	0
1881	49908	-13590	0
1882	49908	-13500	0
1883	49908	-13410	0
1884	49908	-13320	0
1885	49908	-13230	0
1886	49908	-13140	0
1887	49908	-13050	0
1888	49908	-12960	0
1889	49908	-12870	0
1890	49908	-12780	0
1891	49908	-12690	0
1892	49908	-12600	0
1893	49908	-12510	0
1894	49908	-12420	0
1895	49908	-12330	0
1896	49908	-12240	0
1897	49908	-12150	0
1898	49908	-12060	0
1899	49908	-11970	0
1900	49908	-11880	0
1901	49908	-11790	0
1902	49908	-11700	0
1903	49908	-11610	0
1904	49908	-11520	0
1905	49908	-11430	0
1906	49908	-11340	0
1907	49908	-11250	0
1908	49908	-11160	0
1909	49908	-11070	0
1910	49908	-10980	0
1911	49908	-10890	0
1912	49908	-10800	0
1913	49908	-10710	0
1914	49908	-10620	0
1915	49908	-10530	0
1916	49908	-10440	0
1917	49908	-10350	0
1918	49908	-10260	0
1919	49908	-10170	0
1920	49908	-10080	0
1921	49908	-9990	0
1922	49908	-9900	0
1923	49908	-9810	0
1924	49908	-9720	0
1925	49908	-9630	0
1926	49908	-9540	0
1927	49908	-9450	0
1928	49908	-9360	0
1929	49908	-9270	0
1930	49908	-9180	0
1931	49908	-9090	0
1932	49908	-9000	0
1933	49908	-8910	0
1934	49908	-8820	0
1935	49908	-8730	0
1936	49908	-8640	0
1937	49908	-8550	0
1938	49908	-8460	0
1939	49908	-8370	0
1940	49908	-8280	0
1941	49908	-8190	0
1942	49908	-8100	0
1943	49908	-8010	0
1944	49908	-7920	0
1945	49908	-7830	0
1946	49908	-7740	0
1947	49908	-7650	0
1948	49908	-7560	0
1949	49908	-7470	0
1950	49908	-7380	0
1951	49908	-7290	0
1952	49908	-7200	0
1953	49908	-7110	0
1954	49908	-7020	0
1955	49908	-6930	0
1956	49908	-6840	0
1957	49908	-6750	0
1958	49908	-6660	0
1959	49908	-6570	0
1960	49908	-6480	0
1961	49908	-6390	0
1962	49908	-6300	0
1963	49908	-6210	0
1964	49908	-6120	0
1965	49908	-6030	0
1966	49908	-5940	0
1967	49908	-5850	0
1968	49908	-5760	0
1969	49908	-5670	0
1970	49908	-5580	0
1971	49908	-5490	0
1972	49908	-5400	0
1973	49908	-5310	0
1974	49908	-5220	0
1975	49908	-5130	0
1976	49908	-5040	0
1977	49908	-4950	0
1978	49908	-4860	0
1979	49908	-4770	0
1980	49908	-4680	0
1981	49908	-4590	0
1982	49908	-4500	0
1983	49908	-4410	0
1984	49908	-4320	0
1985	49908	-4230	0
1986	49908	-4140	0
1987	49908	-4050	0
1988	49908	-3960	0
1989	49908	-3870	0
1990	49908	-3780	0
1991	49908	-3690	0
1992	49908	-3600	0
1993	49908	-3510	0
1994	49908	-3420	0
1995	49908	-3330	0
1996	49908	-3240	0
1997	49908	-3150	0
1998	49908	-3060	0
1999	49908	-2970	0
2000	49908	-2880	0
2001	49908	-2790	0
2002	49908	-2700	0
2003	49908	-2610	0
2004	49908	-2520	0
2005	49908	-2430	0
2006	49908	-2340	0
2007	49908	-2250	0
2008	49908	-2160	0
2009	49908	-2070	0
2010	49908	-1980	0
2011	49908	-1890	0
2012	49908	-1800	0
2013	49908	-1710	0
2014	49908	-1620	0
2015	49908	-1530	0
2016	49908	-1440	0
2017	49908	-1350	0
2018	49908	-1260	0
2019	49908	-1170	0
2020	49908	-1080	0
2021	49908	-990	0
2022	49908	-900	0
2023	49908	-810	0
2024	49908	-720	0
2025	49908	-630	0
2026	49908	-540	0
2027	49908	-450	0
2028	49908	-360	0
2029	49908	-270	0
2030	49908	-180	0
2031	49908	-90	0
2032	49908	0	0
